Time (s) Run #13,Time (s) Run #14,Time (s) Run #15,Time (s) Run #16,Time (s) Run #17,Time (s) Run #18,Time (s) Run #19,Time (s) Run #20,Time (s) Run #21,Time (s) Run #22,Position (m) Run #13,Position (m) Run #14,Position (m) Run #15,Position (m) Run #16,Position (m) Run #17,Position (m) Run #18,Position (m) Run #19,Position (m) Run #20,Position (m) Run #21,Position (m) Run #22
-0.8400000000000001,-0.48,-2.4400000000000004,-0.32000000000000006,-1.4200000000000002,-0.26,-0.45999999999999996,-0.3400000000000001,-0.16000000000000003,0.05999999999999994,,,,,,,,,,0.98
-0.8200000000000001,-0.45999999999999996,-2.42,-0.30000000000000004,-1.4000000000000001,-0.24,-0.43999999999999995,-0.32000000000000006,-0.14,0.07999999999999996,,,,,,,,,,0.96
-0.8,-0.43999999999999995,-2.4000000000000004,-0.28,-1.3800000000000001,-0.21999999999999997,-0.41999999999999993,-0.30000000000000004,-0.12,0.09999999999999998,,,,,,,,,,0.95
-0.78,-0.41999999999999993,-2.38,-0.26,-1.36,-0.19999999999999996,-0.3999999999999999,-0.28,-0.09999999999999998,0.12,,,,,,,,,,0.93
-0.7600000000000001,-0.4,-2.3600000000000003,-0.2400000000000001,-1.3400000000000003,-0.18000000000000005,-0.38,-0.2600000000000001,-0.08000000000000007,0.1399999999999999,,,,,,,,,,0.92
-0.7400000000000001,-0.38,-2.3400000000000003,-0.22000000000000008,-1.3200000000000003,-0.16000000000000003,-0.36,-0.2400000000000001,-0.06000000000000005,0.15999999999999992,,,,,,,,,,0.9
-0.7200000000000001,-0.36,-2.3200000000000003,-0.20000000000000007,-1.3000000000000003,-0.14,-0.33999999999999997,-0.22000000000000008,-0.040000000000000036,0.17999999999999994,,,,,,,,,,0.88
-0.7000000000000001,-0.33999999999999997,-2.3000000000000003,-0.18000000000000005,-1.2800000000000002,-0.12,-0.31999999999999995,-0.20000000000000007,-0.020000000000000018,0.19999999999999996,,,,,,,,,,0.86
-0.68,-0.31999999999999995,-2.2800000000000002,-0.16000000000000003,-1.2600000000000002,-0.09999999999999998,-0.29999999999999993,-0.18000000000000005,0.0,0.21999999999999997,,,,,,,,,1.01,0.85
-0.66,-0.29999999999999993,-2.2600000000000002,-0.14,-1.2400000000000002,-0.07999999999999996,-0.2799999999999999,-0.16000000000000003,0.020000000000000018,0.24,,,,,,,,,1.0,0.83
-0.6400000000000001,-0.28,-2.24,-0.1200000000000001,-1.2200000000000002,-0.06000000000000005,-0.26,-0.14000000000000012,0.039999999999999925,0.2599999999999999,,,,,,,,,0.99,0.81
-0.6200000000000001,-0.26,-2.22,-0.10000000000000009,-1.2000000000000002,-0.040000000000000036,-0.24,-0.1200000000000001,0.05999999999999994,0.2799999999999999,,,,,,,,,0.97,0.79
-0.6000000000000001,-0.24,-2.2,-0.08000000000000007,-1.1800000000000002,-0.020000000000000018,-0.21999999999999997,-0.10000000000000009,0.07999999999999996,0.29999999999999993,,,,,,,,,0.96,0.78
-0.5800000000000001,-0.21999999999999997,-2.18,-0.06000000000000005,-1.1600000000000001,0.0,-0.19999999999999996,-0.08000000000000007,0.09999999999999998,0.31999999999999995,,,,,,1.0,,,0.94,0.76
-0.56,-0.19999999999999996,-2.16,-0.040000000000000036,-1.1400000000000001,0.020000000000000018,-0.17999999999999994,-0.06000000000000005,0.12,0.33999999999999997,,,,,,0.99,,,0.93,0.73
-0.54,-0.17999999999999994,-2.14,-0.020000000000000018,-1.12,0.040000000000000036,-0.15999999999999992,-0.040000000000000036,0.14,0.36,,,,,,0.98,,,0.91,0.71
-0.52,-0.15999999999999992,-2.12,0.0,-1.1,0.06000000000000005,-0.1399999999999999,-0.020000000000000018,0.16000000000000003,0.38,,,,1.01,,0.96,,,0.89,0.69
-0.5,-0.1399999999999999,-2.1,0.020000000000000018,-1.08,0.08000000000000007,-0.11999999999999988,0.0,0.18000000000000005,0.4,,,,0.99,,0.94,,1.02,0.88,0.67
-0.48,-0.11999999999999988,-2.08,0.040000000000000036,-1.06,0.10000000000000009,-0.09999999999999987,0.020000000000000018,0.20000000000000007,0.42000000000000004,,,,0.97,,0.93,,1.0,0.86,0.65
-0.45999999999999996,-0.09999999999999987,-2.06,0.06000000000000005,-1.04,0.1200000000000001,-0.07999999999999985,0.040000000000000036,0.22000000000000008,0.44000000000000006,,,,0.96,,0.91,,0.99,0.84,0.63
-0.44000000000000017,-0.08000000000000007,-2.04,0.07999999999999985,-1.0200000000000002,0.1399999999999999,-0.06000000000000005,0.05999999999999983,0.23999999999999988,0.45999999999999985,,,,0.96,,0.9,,0.97,0.83,0.61
-0.42000000000000015,-0.06000000000000005,-2.0200000000000005,0.09999999999999987,-1.0000000000000002,0.15999999999999992,-0.040000000000000036,0.07999999999999985,0.2599999999999999,0.47999999999999987,,,,0.94,,0.88,,0.96,0.81,0.59
-0.40000000000000013,-0.040000000000000036,-2.0,0.11999999999999988,-0.9800000000000002,0.17999999999999994,-0.020000000000000018,0.09999999999999987,0.2799999999999999,0.4999999999999999,,,,0.92,,0.86,,0.94,0.79,0.57
-0.3800000000000001,-0.020000000000000018,-1.9800000000000002,0.1399999999999999,-0.9600000000000002,0.19999999999999996,0.0,0.11999999999999988,0.29999999999999993,0.5199999999999999,,,,0.9,,0.85,0.94,0.92,0.77,0.55
-0.3600000000000001,0.0,-1.9600000000000002,0.15999999999999992,-0.9400000000000002,0.21999999999999997,0.020000000000000018,0.1399999999999999,0.31999999999999995,0.5399999999999999,,1.01,,0.88,,0.83,0.93,0.91,0.76,0.52
-0.3400000000000001,0.020000000000000018,-1.9400000000000002,0.17999999999999994,-0.9200000000000002,0.24,0.040000000000000036,0.15999999999999992,0.33999999999999997,0.5599999999999999,,0.99,,0.87,,0.81,0.91,0.89,0.74,0.5
-0.32000000000000006,0.040000000000000036,-1.9200000000000002,0.19999999999999996,-0.9000000000000001,0.26,0.06000000000000005,0.17999999999999994,0.36,0.58,,0.98,,0.85,,0.8,0.9,0.87,0.72,0.48
-0.30000000000000004,0.06000000000000005,-1.9000000000000001,0.21999999999999997,-0.8800000000000001,0.28,0.08000000000000007,0.19999999999999996,0.38,0.6,,0.96,,0.83,,0.78,0.89,0.86,0.7,0.46
-0.28,0.08000000000000007,-1.8800000000000001,0.24,-0.8600000000000001,0.30000000000000004,0.10000000000000009,0.21999999999999997,0.4,0.62,,0.94,,0.81,,0.76,0.87,0.84,0.68,0.44
-0.26,0.10000000000000009,-1.86,0.26,-0.8400000000000001,0.32000000000000006,0.1200000000000001,0.24,0.42000000000000004,0.64,,0.92,,0.79,,0.75,0.86,0.82,0.66,0.42
-0.24,0.1200000000000001,-1.84,0.28,-0.8200000000000001,0.3400000000000001,0.14000000000000012,0.26,0.44000000000000006,0.66,,0.91,,0.78,,0.73,0.84,0.8,0.64,0.4
-0.21999999999999997,0.14000000000000012,-1.82,0.30000000000000004,-0.8,0.3600000000000001,0.16000000000000014,0.28,0.4600000000000001,0.68,,0.89,,0.76,,0.71,0.82,0.79,0.62,0.38
-0.20000000000000018,0.15999999999999992,-1.8000000000000003,0.31999999999999984,-0.7800000000000002,0.3799999999999999,0.17999999999999994,0.2999999999999998,0.47999999999999987,0.6999999999999998,,0.87,,0.74,,0.69,0.81,0.77,0.6,0.36
-0.18000000000000016,0.17999999999999994,-1.7800000000000002,0.33999999999999986,-0.7600000000000002,0.3999999999999999,0.19999999999999996,0.31999999999999984,0.4999999999999999,0.7199999999999999,,0.85,,0.72,,0.68,0.79,0.75,0.58,0.34
-0.16000000000000014,0.19999999999999996,-1.7600000000000002,0.3599999999999999,-0.7400000000000002,0.41999999999999993,0.21999999999999997,0.33999999999999986,0.5199999999999999,0.7399999999999999,,0.83,,0.7,,0.66,0.78,0.73,0.56,0.31
-0.14000000000000012,0.21999999999999997,-1.7400000000000002,0.3799999999999999,-0.7200000000000002,0.43999999999999995,0.24,0.3599999999999999,0.5399999999999999,0.7599999999999999,,0.82,,0.68,,0.64,0.76,0.71,0.53,0.29
-0.1200000000000001,0.24,-1.7200000000000002,0.3999999999999999,-0.7000000000000002,0.45999999999999996,0.26,0.3799999999999999,0.5599999999999999,0.7799999999999999,,0.8,,0.66,,0.62,0.74,0.69,0.51,0.27
-0.10000000000000009,0.26,-1.7000000000000002,0.41999999999999993,-0.6800000000000002,0.48,0.28,0.3999999999999999,0.58,0.7999999999999999,,0.78,,0.64,,0.6,0.73,0.67,0.49,0.25
-0.08000000000000007,0.28,-1.6800000000000002,0.43999999999999995,-0.6600000000000001,0.5,0.30000000000000004,0.41999999999999993,0.6,0.82,,0.76,,0.63,,0.58,0.71,0.65,0.47,0.23
-0.06000000000000005,0.30000000000000004,-1.6600000000000001,0.45999999999999996,-0.6400000000000001,0.52,0.32000000000000006,0.43999999999999995,0.62,0.84,,0.74,,0.61,,0.57,0.69,0.64,0.45,0.21
-0.040000000000000036,0.32000000000000006,-1.6400000000000001,0.48,-0.6200000000000001,0.54,0.3400000000000001,0.45999999999999996,0.64,0.86,,0.72,,0.59,,0.55,0.67,0.62,0.42,0.19
-0.020000000000000018,0.3400000000000001,-1.62,0.5,-0.6000000000000001,0.56,0.3600000000000001,0.48,0.66,0.88,,0.7,,0.57,,0.53,0.66,0.6,0.4,0.17
0.0,0.3600000000000001,-1.6,0.52,-0.5800000000000001,0.5800000000000001,0.3800000000000001,0.5,0.68,0.9,1.02,0.68,,0.55,,0.51,0.64,0.58,0.38,0.15
0.020000000000000018,0.3800000000000001,-1.58,0.54,-0.56,0.6000000000000001,0.40000000000000013,0.52,0.7000000000000001,0.92,1.01,0.66,,0.53,,0.49,0.62,0.56,0.36,0.12
0.040000000000000036,0.40000000000000013,-1.56,0.56,-0.54,0.6200000000000001,0.42000000000000015,0.54,0.7200000000000001,0.9400000000000001,0.99,0.64,,0.51,,0.47,0.6,0.54,0.34,0.11
0.05999999999999983,0.41999999999999993,-1.5400000000000003,0.5799999999999998,-0.5200000000000002,0.6399999999999999,0.43999999999999995,0.5599999999999998,0.7399999999999999,0.9599999999999999,0.98,0.62,,0.49,,0.46,0.59,0.52,0.32,1.1
0.07999999999999985,0.43999999999999995,-1.5200000000000002,0.5999999999999999,-0.5000000000000002,0.6599999999999999,0.45999999999999996,0.5799999999999998,0.7599999999999999,0.9799999999999999,0.96,0.61,,0.47,,0.44,0.57,0.5,0.29,1.1
0.09999999999999987,0.45999999999999996,-1.5000000000000002,0.6199999999999999,-0.4800000000000002,0.6799999999999999,0.48,0.5999999999999999,0.7799999999999999,0.9999999999999999,0.95,0.59,,0.45,,0.42,0.55,0.47,0.27,1.1
0.11999999999999988,0.48,-1.4800000000000002,0.6399999999999999,-0.4600000000000002,0.7,0.5,0.6199999999999999,0.7999999999999999,1.02,0.93,0.57,,0.43,,0.4,0.53,0.45,0.25,1.1
0.1399999999999999,0.5,-1.4600000000000002,0.6599999999999999,-0.44000000000000017,0.72,0.52,0.6399999999999999,0.82,1.04,0.91,0.55,,0.41,,0.38,0.51,0.43,0.23,1.1
0.15999999999999992,0.52,-1.4400000000000002,0.6799999999999999,-0.42000000000000015,0.74,0.54,0.6599999999999999,0.84,1.06,0.9,0.53,,0.4,,0.37,0.49,0.41,0.21,1.1
0.17999999999999994,0.54,-1.4200000000000002,0.7,-0.40000000000000013,0.76,0.56,0.6799999999999999,0.86,1.08,0.88,0.5,,0.38,,0.35,0.47,0.39,0.18,1.09
0.19999999999999996,0.56,-1.4000000000000001,0.72,-0.3800000000000001,0.78,0.5800000000000001,0.7,0.88,1.1,0.86,0.48,,0.36,,0.33,0.45,0.37,0.16,1.09
0.21999999999999997,0.5800000000000001,-1.3800000000000001,0.74,-0.3600000000000001,0.8,0.6000000000000001,0.72,0.9,1.12,0.84,0.46,,0.34,,0.31,0.44,0.35,0.14,1.09
0.24,0.6000000000000001,-1.36,0.76,-0.3400000000000001,0.8200000000000001,0.6200000000000001,0.74,0.92,1.1400000000000001,0.83,0.44,,0.32,,0.29,0.42,0.33,0.12,1.09
0.26,0.6200000000000001,-1.34,0.78,-0.32000000000000006,0.8400000000000001,0.6400000000000001,0.76,0.9400000000000001,1.1600000000000001,0.81,0.42,,0.31,,0.27,0.4,0.31,0.13,1.08
0.28,0.6400000000000001,-1.32,0.8,-0.30000000000000004,0.8600000000000001,0.6600000000000001,0.78,0.9600000000000001,1.1800000000000002,0.79,0.4,,0.3,,0.25,0.38,0.28,0.13,1.08
0.2999999999999998,0.6599999999999999,-1.3000000000000003,0.8199999999999998,-0.28000000000000025,0.8799999999999999,0.6799999999999999,0.7999999999999998,0.9799999999999999,1.1999999999999997,0.77,0.38,,0.29,,0.24,0.36,0.26,0.11,1.08
0.31999999999999984,0.6799999999999999,-1.2800000000000002,0.8399999999999999,-0.26000000000000023,0.8999999999999999,0.7,0.8199999999999998,0.9999999999999999,1.2199999999999998,0.76,0.36,,0.25,,0.22,0.34,0.24,1.15,1.09
0.33999999999999986,0.7,-1.2600000000000002,0.8599999999999999,-0.2400000000000002,0.9199999999999999,0.72,0.8399999999999999,1.02,1.2399999999999998,0.73,0.34,,1.39,,0.21,0.32,0.22,1.14,1.09
0.3599999999999999,0.72,-1.2400000000000002,0.8799999999999999,-0.2200000000000002,0.94,0.74,0.8599999999999999,1.04,1.2599999999999998,0.71,0.32,,1.39,,0.21,0.3,0.2,1.1,1.09
0.3799999999999999,0.74,-1.2200000000000002,0.8999999999999999,-0.20000000000000018,0.96,0.76,0.8799999999999999,1.06,1.2799999999999998,0.69,0.3,,1.4,,0.21,0.28,0.18,1.09,1.09
0.3999999999999999,0.76,-1.2000000000000002,0.9199999999999999,-0.18000000000000016,0.98,0.78,0.8999999999999999,1.08,1.2999999999999998,0.67,0.28,,1.39,,0.16,0.26,0.16,1.09,1.09
0.41999999999999993,0.78,-1.1800000000000002,0.94,-0.16000000000000014,1.0,0.8,0.9199999999999999,1.1,1.3199999999999998,0.65,0.26,,1.39,,1.85,0.24,0.14,1.09,1.09
0.43999999999999995,0.8,-1.1600000000000001,0.96,-0.14000000000000012,1.02,0.8200000000000001,0.94,1.12,1.3399999999999999,0.63,0.24,,1.39,,1.85,0.22,0.12,1.09,1.09
0.45999999999999996,0.8200000000000001,-1.1400000000000001,0.98,-0.1200000000000001,1.04,0.8400000000000001,0.96,1.1400000000000001,1.3599999999999999,0.61,0.25,,1.39,,1.85,0.2,0.12,1.09,1.08
0.48,0.8400000000000001,-1.12,1.0,-0.10000000000000009,1.06,0.8600000000000001,0.98,1.1600000000000001,-0.68,0.59,0.24,,1.38,,1.85,0.18,0.12,1.09,0.0
0.5,0.8600000000000001,-1.1,1.02,-0.08000000000000007,1.08,0.8800000000000001,1.0,1.1800000000000002,-0.68,0.57,0.21,,1.38,,1.85,0.16,0.12,1.09,
0.52,0.8800000000000001,-1.08,1.04,-0.06000000000000005,1.1,0.9000000000000001,1.02,1.2000000000000002,-0.68,0.55,0.19,,1.38,,1.85,0.14,0.11,1.09,
0.54,0.9000000000000001,-1.06,1.06,-0.040000000000000036,1.12,0.9200000000000002,1.04,1.2200000000000002,-0.68,0.53,0.17,,1.38,,1.85,0.12,1.15,1.09,
0.56,0.9200000000000002,-1.04,1.08,-0.020000000000000018,1.1400000000000001,0.9400000000000002,1.06,1.2400000000000002,-0.68,0.51,0.13,,1.38,,1.85,0.12,1.15,1.09,
0.5800000000000001,0.9400000000000002,-1.02,1.1,0.0,1.1600000000000001,0.9600000000000002,1.08,1.2600000000000002,-0.68,0.49,1.1,,1.38,0.87,1.85,0.12,1.23,1.09,
0.6000000000000001,0.9600000000000002,-1.0,1.12,0.020000000000000018,1.1800000000000002,0.9800000000000002,1.1,1.2800000000000002,-0.68,0.47,1.1,,1.38,0.85,1.85,0.12,0.67,1.1,
0.6200000000000001,0.9800000000000002,-0.98,1.1400000000000001,0.040000000000000036,1.2000000000000002,1.0000000000000002,1.12,1.3000000000000003,-0.68,0.44,1.1,,1.38,0.84,1.85,0.11,0.64,1.1,
0.6400000000000001,1.0000000000000002,-0.96,1.1600000000000001,0.06000000000000005,1.2200000000000002,1.0200000000000002,1.1400000000000001,1.3200000000000003,-0.68,0.42,1.1,,1.38,0.82,1.85,1.1,1.13,1.1,
0.6600000000000001,1.0200000000000002,-0.94,1.1800000000000002,0.08000000000000007,1.2400000000000002,1.0400000000000003,1.1600000000000001,1.3400000000000003,-0.68,0.4,1.1,,1.38,0.8,1.85,1.1,1.12,1.09,
0.6799999999999997,1.0399999999999998,-0.9200000000000004,1.1999999999999997,0.09999999999999964,1.2599999999999998,1.0599999999999998,1.1799999999999997,1.3599999999999999,-0.68,0.38,1.1,,1.38,0.79,1.85,1.09,1.12,1.09,
0.6999999999999997,1.0599999999999998,-0.9000000000000004,1.2199999999999998,0.11999999999999966,1.2799999999999998,1.0799999999999998,1.1999999999999997,1.38,-0.68,0.36,1.1,,1.38,0.77,1.85,1.08,1.12,1.09,
0.7199999999999998,1.0799999999999998,-0.8800000000000003,1.2399999999999998,0.13999999999999968,1.2999999999999998,1.0999999999999999,1.2199999999999998,1.4,-0.68,0.34,1.1,,1.38,0.75,1.85,1.08,1.12,1.09,
0.7399999999999998,1.0999999999999999,-0.8600000000000003,1.2599999999999998,0.1599999999999997,1.3199999999999998,1.1199999999999999,1.2399999999999998,1.42,-0.68,0.32,1.1,,1.39,0.73,1.85,1.08,1.12,1.09,
0.7599999999999998,1.1199999999999999,-0.8400000000000003,1.2799999999999998,0.17999999999999972,1.3399999999999999,1.14,1.2599999999999998,1.44,-0.68,0.29,1.1,,1.39,0.71,1.85,1.07,1.13,1.09,
0.7799999999999998,1.14,-0.8200000000000003,1.2999999999999998,0.19999999999999973,1.3599999999999999,1.16,1.2799999999999998,1.46,-0.68,0.27,1.1,,1.39,0.69,1.85,1.07,1.13,1.09,
0.7999999999999998,1.16,-0.8000000000000003,1.3199999999999998,0.21999999999999975,1.38,1.18,1.2999999999999998,1.48,-0.68,0.25,1.1,,1.38,0.68,1.85,1.07,1.13,1.13,
0.8199999999999998,1.18,-0.7800000000000002,1.3399999999999999,0.23999999999999977,-1.0,1.2,1.3199999999999998,1.5,-0.68,0.23,1.1,,1.41,0.66,0.0,1.07,1.13,1.15,
0.8399999999999999,1.2,-0.7600000000000002,1.3599999999999999,0.2599999999999998,-1.0,1.22,1.3399999999999999,1.52,-0.68,0.21,1.1,,1.41,0.64,,1.07,1.13,1.15,
0.8599999999999999,1.22,-0.7400000000000002,1.38,0.2799999999999998,-1.0,1.24,1.3599999999999999,1.54,-0.68,0.19,1.1,,1.4,0.62,,1.07,1.13,1.15,
0.8799999999999999,1.24,-0.7200000000000002,1.4,0.2999999999999998,-1.0,1.26,1.38,1.56,-0.68,0.17,1.1,,1.38,0.6,,1.07,1.13,1.17,
0.8999999999999999,1.26,-0.7000000000000002,1.42,0.31999999999999984,-1.0,1.28,1.4,1.58,-0.68,0.14,1.1,,1.38,0.58,,1.07,1.13,1.09,
0.9199999999999999,1.28,-0.6800000000000002,1.44,0.33999999999999986,-1.0,1.3,1.42,1.6,-0.68,0.13,1.1,,1.3,0.56,,1.07,1.12,1.09,
0.94,1.3,-0.6600000000000001,1.46,0.3599999999999999,-1.0,1.32,1.44,-0.9,-0.68,0.13,1.1,,1.98,0.54,,1.07,1.12,0.0,
0.96,1.32,-0.6400000000000001,1.48,0.3799999999999999,-1.0,1.34,1.46,-0.9,-0.68,0.11,1.1,,1.39,0.53,,1.07,1.12,,
0.98,1.34,-0.6200000000000001,1.5,0.3999999999999999,-1.0,1.36,1.48,-0.9,-0.68,1.15,1.1,,1.4,0.51,,1.07,1.12,,
1.0,1.36,-0.6000000000000001,1.52,0.41999999999999993,-1.0,1.3800000000000001,1.5,-0.9,-0.68,1.13,1.05,,1.39,0.49,,1.07,1.12,,
1.02,1.3800000000000001,-0.5800000000000001,1.54,0.43999999999999995,-1.0,1.4000000000000001,1.52,-0.9,-0.68,1.12,1.58,,1.4,0.47,,1.07,1.12,,
1.04,1.4000000000000001,-0.56,1.56,0.45999999999999996,-1.0,1.4200000000000002,1.54,-0.9,-0.68,1.13,1.1,,1.32,0.45,,1.07,1.12,,
1.06,1.4200000000000002,-0.54,1.58,0.48,-1.0,1.4400000000000002,1.56,-0.9,-0.68,1.13,1.1,,1.97,0.43,,1.06,1.12,,
1.08,1.4400000000000002,-0.52,1.6,0.5,-1.0,1.4600000000000002,1.58,-0.9,-0.68,1.12,1.04,,1.41,0.41,,1.06,1.12,,
1.1,-1.22,-0.5,1.62,0.52,-1.0,1.4800000000000002,1.6,-0.9,-0.68,1.1,0.0,,1.41,0.39,,1.06,1.11,,
1.12,-1.22,-0.48,-1.06,0.54,-1.0,1.5000000000000002,1.62,-0.9,-0.68,1.1,,,0.0,0.37,,1.05,1.13,,
1.1400000000000001,-1.22,-0.45999999999999996,-1.06,0.56,-1.0,1.5200000000000002,1.6400000000000001,-0.9,-0.68,1.12,,,,0.35,,1.05,1.12,,
1.1600000000000001,-1.22,-0.43999999999999995,-1.06,0.5800000000000001,-1.0,1.5400000000000003,1.6600000000000001,-0.9,-0.68,1.13,,,,0.34,,1.05,1.12,,
