Time (s) Run #13,Time (s) Run #14,Time (s) Run #15,Time (s) Run #16,Time (s) Run #17,Time (s) Run #18,Time (s) Run #19,Time (s) Run #20,Time (s) Run #21,Time (s) Run #22,Position (m) Run #13,Position (m) Run #14,Position (m) Run #15,Position (m) Run #16,Position (m) Run #17,Position (m) Run #18,Position (m) Run #19,Position (m) Run #20,Position (m) Run #21,Position (m) Run #22
1.1799999999999997,-1.22,-0.4200000000000004,-1.06,0.5999999999999996,-1.0,1.5599999999999998,1.6799999999999997,-0.9,-0.68,1.09,,,,0.32,,1.08,1.11,,
1.1999999999999997,-1.22,-0.40000000000000036,-1.06,0.6199999999999997,-1.0,1.5799999999999998,1.6999999999999997,-0.9,-0.68,1.12,,,,0.3,,1.05,1.11,,
1.2199999999999998,-1.22,-0.38000000000000034,-1.06,0.6399999999999997,-1.0,1.5999999999999999,1.7199999999999998,-0.9,-0.68,1.09,,,,0.28,,1.04,1.11,,
1.2399999999999998,-1.22,-0.3600000000000003,-1.06,0.6599999999999997,-1.0,1.6199999999999999,1.7399999999999998,-0.9,-0.68,1.12,,,,0.26,,1.03,1.12,,
1.2599999999999998,-1.22,-0.3400000000000003,-1.06,0.6799999999999997,-1.0,1.64,1.7599999999999998,-0.9,-0.68,1.12,,,,0.24,,1.03,1.1,,
1.2799999999999998,-1.22,-0.3200000000000003,-1.06,0.6999999999999997,-1.0,1.66,1.7799999999999998,-0.9,-0.68,1.11,,,,0.22,,1.03,1.14,,
1.2999999999999998,-1.22,-0.30000000000000027,-1.06,0.7199999999999998,-1.0,1.68,1.7999999999999998,-0.9,-0.68,1.13,,,,0.2,,1.03,1.11,,
1.3199999999999998,-1.22,-0.28000000000000025,-1.06,0.7399999999999998,-1.0,1.7,1.8199999999999998,-0.9,-0.68,1.08,,,,0.19,,1.03,1.1,,
1.3399999999999999,-1.22,-0.26000000000000023,-1.06,0.7599999999999998,-1.0,1.72,1.8399999999999999,-0.9,-0.68,1.2,,,,0.17,,1.02,1.11,,
1.3599999999999999,-1.22,-0.2400000000000002,-1.06,0.7799999999999998,-1.0,1.74,1.8599999999999999,-0.9,-0.68,1.0,,,,0.15,,1.01,1.1,,
1.38,-1.22,-0.2200000000000002,-1.06,0.7999999999999998,-1.0,1.76,1.88,-0.9,-0.68,1.5,,,,0.13,,1.01,1.09,,
1.4,-1.22,-0.20000000000000018,-1.06,0.8199999999999998,-1.0,1.78,1.9,-0.9,-0.68,0.96,,,,1.3,,1.0,1.1,,
1.42,-1.22,-0.18000000000000016,-1.06,0.8399999999999999,-1.0,1.8,1.92,-0.9,-0.68,1.41,,,,0.13,,0.99,1.09,,
1.44,-1.22,-0.16000000000000014,-1.06,0.8599999999999999,-1.0,1.82,1.94,-0.9,-0.68,1.4,,,,0.11,,0.99,1.09,,
1.46,-1.22,-0.14000000000000012,-1.06,0.8799999999999999,-1.0,1.84,1.96,-0.9,-0.68,1.41,,,,1.11,,0.98,1.09,,
1.48,-1.22,-0.1200000000000001,-1.06,0.8999999999999999,-1.0,1.86,1.98,-0.9,-0.68,1.41,,,,1.0,,0.97,1.08,,
1.5,-1.22,-0.10000000000000009,-1.06,0.9199999999999999,-1.0,1.8800000000000001,-1.08,-0.9,-0.68,1.47,,,,1.85,,0.96,0.0,,
1.52,-1.22,-0.08000000000000007,-1.06,0.94,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,,,1.85,,0.0,,,
1.54,-1.22,-0.06000000000000005,-1.06,0.96,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,,,2.06,,,,,
1.56,-1.22,-0.040000000000000036,-1.06,0.98,-1.0,-1.2,-1.08,-0.9,-0.68,1.11,,,,1.15,,,,,
1.58,-1.22,-0.020000000000000018,-1.06,1.0,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,,,1.12,,,,,
1.6,-1.22,0.0,-1.06,1.02,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,1.1,,1.14,,,,,
1.62,-1.22,0.020000000000000018,-1.06,1.04,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,1.09,,2.07,,,,,
1.6400000000000001,-1.22,0.040000000000000036,-1.06,1.06,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.08,,1.12,,,,,
1.6600000000000001,-1.22,0.06000000000000005,-1.06,1.08,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.06,,1.03,,,,,
1.6799999999999997,-1.22,0.07999999999999963,-1.06,1.0999999999999996,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.05,,2.06,,,,,
1.6999999999999997,-1.22,0.09999999999999964,-1.06,1.1199999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.03,,1.14,,,,,
1.7199999999999998,-1.22,0.11999999999999966,-1.06,1.1399999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.01,,1.15,,,,,
1.7399999999999998,-1.22,0.13999999999999968,-1.06,1.1599999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,1.0,,1.06,,,,,
1.7599999999999998,-1.22,0.1599999999999997,-1.06,1.1799999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,0.98,,1.05,,,,,
1.7799999999999998,-1.22,0.17999999999999972,-1.06,1.1999999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,0.96,,1.05,,,,,
1.7999999999999998,-1.22,0.19999999999999973,-1.06,1.2199999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.13,,0.95,,1.08,,,,,
1.8199999999999998,-1.22,0.21999999999999975,-1.06,1.2399999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.93,,1.05,,,,,
1.8399999999999999,-1.22,0.23999999999999977,-1.06,1.2599999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.91,,1.08,,,,,
1.8599999999999999,-1.22,0.2599999999999998,-1.06,1.2799999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.89,,1.06,,,,,
1.88,-1.22,0.2799999999999998,-1.06,1.2999999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.88,,1.01,,,,,
1.9,-1.22,0.2999999999999998,-1.06,1.3199999999999998,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.86,,1.01,,,,,
1.92,-1.22,0.31999999999999984,-1.06,1.3399999999999999,-1.0,-1.2,-1.08,-0.9,-0.68,1.12,,0.84,,0.98,,,,,
-1.58,-1.22,0.33999999999999986,-1.06,1.3599999999999999,-1.0,-1.2,-1.08,-0.9,-0.68,0.0,,0.82,,0.96,,,,,
-1.58,-1.22,0.3599999999999999,-1.06,1.38,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.8,,0.91,,,,,
-1.58,-1.22,0.3799999999999999,-1.06,1.4,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.78,,0.88,,,,,
-1.58,-1.22,0.3999999999999999,-1.06,1.42,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.76,,0.85,,,,,
-1.58,-1.22,0.41999999999999993,-1.06,1.44,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.74,,0.82,,,,,
-1.58,-1.22,0.43999999999999995,-1.06,1.46,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.72,,0.8,,,,,
-1.58,-1.22,0.45999999999999996,-1.06,1.48,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.7,,0.78,,,,,
-1.58,-1.22,0.48,-1.06,1.5,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.68,,0.76,,,,,
-1.58,-1.22,0.5,-1.06,1.52,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.66,,0.77,,,,,
-1.58,-1.22,0.52,-1.06,1.54,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.64,,0.63,,,,,
-1.58,-1.22,0.54,-1.06,1.56,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.62,,1.85,,,,,
-1.58,-1.22,0.56,-1.06,1.58,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.6,,1.94,,,,,
-1.58,-1.22,0.5799999999999996,-1.06,1.5999999999999996,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.58,,1.51,,,,,
-1.58,-1.22,0.5999999999999996,-1.06,1.6199999999999997,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.56,,1.44,,,,,
-1.58,-1.22,0.6199999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.54,,0.0,,,,,
-1.58,-1.22,0.6399999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.52,,,,,,,
-1.58,-1.22,0.6599999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.5,,,,,,,
-1.58,-1.22,0.6799999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.48,,,,,,,
-1.58,-1.22,0.6999999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.46,,,,,,,
-1.58,-1.22,0.7199999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.44,,,,,,,
-1.58,-1.22,0.7399999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.42,,,,,,,
-1.58,-1.22,0.7599999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.4,,,,,,,
-1.58,-1.22,0.7799999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.38,,,,,,,
-1.58,-1.22,0.7999999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.36,,,,,,,
-1.58,-1.22,0.8199999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.34,,,,,,,
-1.58,-1.22,0.8399999999999994,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.32,,,,,,,
-1.58,-1.22,0.8599999999999999,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.3,,,,,,,
-1.58,-1.22,0.8799999999999994,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.28,,,,,,,
-1.58,-1.22,0.8999999999999999,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.26,,,,,,,
-1.58,-1.22,0.9199999999999995,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,0.21,,,,,,,
-1.58,-1.22,0.94,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,0.9599999999999995,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,0.98,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,0.9999999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.02,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.0399999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.06,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.0799999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1199999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1400000000000001,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1599999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1800000000000002,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.1999999999999997,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.2200000000000002,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.2399999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.2600000000000002,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.2799999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.3000000000000003,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.3199999999999998,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.3399999999999994,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.3599999999999999,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.3799999999999994,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.4,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.4199999999999995,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.44,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.4599999999999995,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.48,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.4999999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.52,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.5399999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.56,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.5799999999999996,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
-1.58,-1.22,1.6,-1.06,-2.16,-1.0,-1.2,-1.08,-0.9,-0.68,,,,,,,,,,
